task_type	prefix	data_type	bound	start	end	video	question	answer	candidates	index
Action Sequence	video/star/Charades_v1_480/	video	True	13.6	28.1	3DO95.mp4	What happened after the person put down the pillow?	Took the book.	['Put down the laptop.', 'Tidied up the blanket.', 'Closed the door.', 'Took the book.']	124
Action Sequence	video/star/Charades_v1_480/	video	True	10.7	24.2	QXT9W.mp4	What happened after the person sat at the table?	Opened the book.	['Put down the food.', 'Took the picture.', 'Took the cup/glass/bottle.', 'Opened the book.']	125
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	16.4	L29HE.mp4	What happened after the person sat on the floor?	Took the broom.	['Took the laptop.', 'Threw the blanket.', 'Put down the pillow.', 'Took the broom.']	126
Action Sequence	video/star/Charades_v1_480/	video	True	3.9	13.4	21MI8.mp4	What happened before the person put down the cup/glass/bottle?	Opened the laptop.	['Took the food.', 'Sat on the bed.', 'Opened the laptop.', 'Took the book.']	127
Action Sequence	video/star/Charades_v1_480/	video	True	9.6	27.8	2NV6L.mp4	What happened before the person took the pillow?	Put down the bag.	['Washed the table.', 'Put down the bag.', 'Took the dish.', 'Ate the sandwich.']	128
Action Sequence	video/star/Charades_v1_480/	video	True	3.0	15.2	ABHC6.mp4	What happened after the person opened the closet/cabinet?	Took the clothes.	['Opened the laptop.', 'Put down the food.', 'Sat on the floor.', 'Took the clothes.']	129
Action Sequence	video/star/Charades_v1_480/	video	True	24.1	33.0	17RPG.mp4	What happened after the person threw the clothes?	Ate the sandwich.	['Ate the sandwich.', 'Put down the clothes.', 'Took the cup/glass/bottle.', 'Took the pillow.']	130
Action Sequence	video/star/Charades_v1_480/	video	True	1.8	10.4	9B93K.mp4	What happened after the person held the food?	Took the sandwich.	['Took the sandwich.', 'Took the phone/camera.', 'Ate the medicine.', 'Sat on the sofa/couch.']	131
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	10.2	P2HZG.mp4	What happened after the person sat at the table?	Closed the laptop.	['Closed the laptop.', 'Opened the door.', 'Took the sandwich.', 'Took the paper/notebook.']	132
Action Sequence	video/star/Charades_v1_480/	video	True	4.2	21.6	C1DK7.mp4	What happened after the person closed the laptop?	Put down the phone/camera.	['Put down the sandwich.', 'Took the cup/glass/bottle.', 'Took the pillow.', 'Put down the phone/camera.']	133
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	16.4	GMMVC.mp4	What happened before the person closed the book?	Put down the blanket.	['Put down the phone/camera.', 'Ate the medicine.', 'Put down the blanket.', 'Tidied up the table.']	134
Action Sequence	video/star/Charades_v1_480/	video	True	9.6	20.0	86GSE.mp4	What happened after the person took the shoe?	Sat on the sofa/couch.	['Closed the window.', 'Sat on the sofa/couch.', 'Closed the closet/cabinet.', 'Opened the closet/cabinet.']	135
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	12.0	OA9W5.mp4	What happened after the person took the food?	Put down the sandwich.	['Sat on the floor.', 'Put down the sandwich.', 'Took the book.', 'Ate the sandwich.']	136
Action Sequence	video/star/Charades_v1_480/	video	True	4.0	18.4	P2HZG.mp4	What happened before the person opened the closet/cabinet?	Closed the laptop.	['Closed the laptop.', 'Put down the cup/glass/bottle.', 'Put down the food.', 'Threw the bag.']	137
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	17.3	JOLLV.mp4	What happened before the person opened the refrigerator?	Sat on the sofa/couch.	['Took the food.', 'Took the pillow.', 'Sat on the sofa/couch.', 'Put down the pillow.']	138
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	13.5	TIPFG.mp4	What happened after the person drank from the cup/glass/bottle?	Took the shoe.	['Took the shoe.', 'Washed the dish.', 'Took the bag.', 'Took the phone/camera.']	139
Action Sequence	video/star/Charades_v1_480/	video	True	2.8	17.0	ALXUC.mp4	What happened before the person held the food?	Took the sandwich.	['Threw the box.', 'Took the sandwich.', 'Threw the broom.', 'Tidied up the closet/cabinet.']	140
Action Sequence	video/star/Charades_v1_480/	video	True	0.8	16.4	JY6TC.mp4	What happened before the person took the cup/glass/bottle?	Sat on the bed.	['Sat on the sofa/couch.', 'Put down the paper/notebook.', 'Sat on the bed.', 'Washed the table.']	141
Action Sequence	video/star/Charades_v1_480/	video	True	12.3	23.7	1FIGA.mp4	What happened after the person opened the door?	Put down the book.	['Threw the towel.', 'Threw the blanket.', 'Put down the book.', 'Closed the book.']	142
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	10.2	BAUQE.mp4	What happened after the person tidied up the clothes?	Took the broom.	['Threw the blanket.', 'Opened the box.', 'Closed the window.', 'Took the broom.']	143
Action Sequence	video/star/Charades_v1_480/	video	True	13.6	32.0	1L5D3.mp4	What happened before the person took the phone/camera?	Put down the pillow.	['Took the clothes.', 'Put down the cup/glass/bottle.', 'Put down the pillow.', 'Opened the window.']	144
Action Sequence	video/star/Charades_v1_480/	video	True	5.3	16.3	TIPFG.mp4	What happened before the person closed the box?	Took the shoe.	['Put down the food.', 'Threw the towel.', 'Took the shoe.', 'Opened the closet/cabinet.']	145
Action Sequence	video/star/Charades_v1_480/	video	True	11.6	24.0	RNLTR.mp4	What happened before the person sat on the sofa/couch?	Put down the shoe.	['Took the box.', 'Took the dish.', 'Threw the pillow.', 'Put down the shoe.']	146
Action Sequence	video/star/Charades_v1_480/	video	True	7.4	20.4	FETME.mp4	What happened before the person held the book?	Took the paper/notebook.	['Sat on the bed.', 'Took the paper/notebook.', 'Took the picture.', 'Threw the book.']	147
Action Sequence	video/star/Charades_v1_480/	video	True	8.9	18.3	ZFQNZ.mp4	What happened before the person held the food?	Closed the refrigerator.	['Took the book.', 'Closed the refrigerator.', 'Opened the door.', 'Put down the sandwich.']	148
Action Sequence	video/star/Charades_v1_480/	video	True	12.4	27.1	M8OYC.mp4	What happened after the person took the food?	Tidied up the closet/cabinet.	['Closed the box.', 'Tidied up the closet/cabinet.', 'Sat on the sofa/couch.', 'Opened the book.']	149
Action Sequence	video/star/Charades_v1_480/	video	True	17.1	27.8	8DL54.mp4	What happened before the person closed the refrigerator?	Put down the dish.	['Put down the box.', 'Put down the book.', 'Put down the dish.', 'Threw the clothes.']	150
Action Sequence	video/star/Charades_v1_480/	video	True	6.6	17.6	IU5TH.mp4	What happened before the person took the food?	Closed the laptop.	['Closed the laptop.', 'Sat on the sofa/couch.', 'Took the blanket.', 'Took the clothes.']	151
Action Sequence	video/star/Charades_v1_480/	video	True	28.6	41.4	OY3LS.mp4	What happened before the person sat on the sofa/couch?	Put down the phone/camera.	['Took the clothes.', 'Put down the picture.', 'Closed the window.', 'Put down the phone/camera.']	152
Action Sequence	video/star/Charades_v1_480/	video	True	18.1	27.3	LSVHK.mp4	What happened before the person opened the door?	Threw the towel.	['Put down the cup/glass/bottle.', 'Threw the towel.', 'Threw the book.', 'Took the food.']	153
Action Sequence	video/star/Charades_v1_480/	video	True	9.8	19.6	M704T.mp4	What happened after the person closed the door?	Took the towel.	['Closed the refrigerator.', 'Tidied up the blanket.', 'Took the towel.', 'Took the cup/glass/bottle.']	154
Action Sequence	video/star/Charades_v1_480/	video	True	27.5	36.4	M1TZR.mp4	What happened before the person held the clothes?	Took the towel.	['Opened the door.', 'Took the towel.', 'Threw the book.', 'Opened the bag.']	155
Action Sequence	video/star/Charades_v1_480/	video	True	10.5	25.3	J6TVB.mp4	What happened before the person took the phone/camera?	Put down the dish.	['Took the picture.', 'Put down the clothes.', 'Threw the clothes.', 'Put down the dish.']	156
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	16.0	EDVAM.mp4	What happened before the person closed the window?	Sat on the sofa/couch.	['Put down the food.', 'Washed the window.', 'Sat on the sofa/couch.', 'Opened the door.']	157
Action Sequence	video/star/Charades_v1_480/	video	True	4.6	19.1	TOOYI.mp4	What happened after the person put down the towel?	Closed the box.	['Opened the bag.', 'Closed the box.', 'Took the paper/notebook.', 'Closed the refrigerator.']	158
Action Sequence	video/star/Charades_v1_480/	video	True	17.1	26.6	EUJK0.mp4	What happened before the person took the book?	Put down the laptop.	['Put down the laptop.', 'Opened the book.', 'Put down the paper/notebook.', 'Threw the clothes.']	159
Action Sequence	video/star/Charades_v1_480/	video	True	17.3	26.2	APVAD.mp4	What happened before the person opened the door?	Took the book.	['Took the towel.', 'Took the book.', 'Opened the door.', 'Sat at the table.']	160
Action Sequence	video/star/Charades_v1_480/	video	True	17.1	26.6	EUJK0.mp4	What happened after the person put down the laptop?	Took the book.	['Sat at the table.', 'Took the broom.', 'Took the book.', 'Put down the phone/camera.']	161
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	13.5	N7130.mp4	What happened after the person opened the door?	Put down the phone/camera.	['Threw the box.', 'Put down the phone/camera.', 'Took the pillow.', 'Tidied up the clothes.']	162
Action Sequence	video/star/Charades_v1_480/	video	True	4.9	13.0	S3TZ1.mp4	What happened after the person put down the food?	Closed the refrigerator.	['Opened the closet/cabinet.', 'Put down the paper/notebook.', 'Closed the refrigerator.', 'Took the towel.']	163
Action Sequence	video/star/Charades_v1_480/	video	True	2.1	14.3	BQAUC.mp4	What happened before the person held the mirror?	Put down the shoe.	['Took the paper/notebook.', 'Tidied up the table.', 'Sat on the bed.', 'Put down the shoe.']	164
Action Sequence	video/star/Charades_v1_480/	video	True	34.9	42.1	OY3LS.mp4	What happened after the person sat on the sofa/couch?	Put down the laptop.	['Put down the laptop.', 'Put down the bag.', 'Took the pillow.', 'Threw the book.']	165
Action Sequence	video/star/Charades_v1_480/	video	True	2.8	10.4	JBY4E.mp4	What happened before the person took the dish?	Put down the blanket.	['Put down the food.', 'Put down the box.', 'Took the paper/notebook.', 'Put down the blanket.']	166
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	9.4	RXLKF.mp4	What happened before the person sat on the sofa/couch?	Took the book.	['Threw the blanket.', 'Closed the door.', 'Took the book.', 'Lied on the sofa/couch.']	167
Action Sequence	video/star/Charades_v1_480/	video	True	14.8	25.3	PHH6B.mp4	What happened after the person took the cup/glass/bottle?	Put down the sandwich.	['Put down the sandwich.', 'Put down the paper/notebook.', 'Opened the refrigerator.', 'Opened the door.']	168
Action Sequence	video/star/Charades_v1_480/	video	True	15.8	32.0	68YR6.mp4	What happened before the person washed the window?	Closed the door.	['Closed the door.', 'Lied on the floor.', 'Took the picture.', 'Opened the box.']	169
Action Sequence	video/star/Charades_v1_480/	video	True	2.2	13.4	Q7RK6.mp4	What happened after the person threw the clothes?	Put down the pillow.	['Took the sandwich.', 'Put down the food.', 'Put down the pillow.', 'Took the food.']	170
Action Sequence	video/star/Charades_v1_480/	video	True	10.3	19.7	FL6DF.mp4	What happened before the person put down the laptop?	Threw the pillow.	['Washed the window.', 'Put down the shoe.', 'Closed the door.', 'Threw the pillow.']	171
Action Sequence	video/star/Charades_v1_480/	video	True	1.7	18.5	MVPQF.mp4	What happened before the person took the food?	Put down the bag.	['Put down the cup/glass/bottle.', 'Put down the bag.', 'Threw the pillow.', 'Closed the box.']	172
Action Sequence	video/star/Charades_v1_480/	video	True	13.4	27.5	R9382.mp4	What happened before the person held the sandwich?	Closed the refrigerator.	['Tidied up the blanket.', 'Closed the door.', 'Closed the refrigerator.', 'Threw the towel.']	173
Action Sequence	video/star/Charades_v1_480/	video	True	4.3	15.8	F6A4W.mp4	What happened after the person drank from the cup/glass/bottle?	Threw the shoe.	['Threw the shoe.', 'Took the broom.', 'Put down the shoe.', 'Sat on the bed.']	174
Action Sequence	video/star/Charades_v1_480/	video	True	3.5	18.5	1E7VU.mp4	What happened after the person held the dish?	Closed the closet/cabinet.	['Took the book.', 'Took the cup/glass/bottle.', 'Took the blanket.', 'Closed the closet/cabinet.']	175
Action Sequence	video/star/Charades_v1_480/	video	True	7.6	17.5	MNC10.mp4	What happened before the person took the food?	Threw the broom.	['Threw the book.', 'Closed the door.', 'Opened the refrigerator.', 'Threw the broom.']	176
Action Sequence	video/star/Charades_v1_480/	video	True	19.7	29.7	0CG15.mp4	What happened after the person put down the clothes?	Opened the closet/cabinet.	['Put down the box.', 'Washed the mirror.', 'Opened the closet/cabinet.', 'Took the pillow.']	177
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	11.2	W7CR5.mp4	What happened after the person held the blanket?	Threw the towel.	['Threw the towel.', 'Took the clothes.', 'Put down the pillow.', 'Put down the food.']	178
Action Sequence	video/star/Charades_v1_480/	video	True	6.7	16.5	APVAD.mp4	What happened after the person held the clothes?	Threw the pillow.	['Took the broom.', 'Threw the pillow.', 'Sat on the sofa/couch.', 'Put down the pillow.']	179
Action Sequence	video/star/Charades_v1_480/	video	True	20.7	40.0	74DPG.mp4	What happened after the person drank from the cup/glass/bottle?	Put down the dish.	['Lied on the floor.', 'Took the broom.', 'Put down the dish.', 'Opened the bag.']	180
Action Sequence	video/star/Charades_v1_480/	video	True	0.9	19.3	Q8UJ8.mp4	What happened before the person drank from the cup/glass/bottle?	Opened the bag.	['Put down the sandwich.', 'Took the dish.', 'Put down the food.', 'Opened the bag.']	181
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	17.0	4P13T.mp4	What happened before the person put down the book?	Took the bag.	['Ate the medicine.', 'Took the bag.', 'Tidied up the blanket.', 'Opened the bag.']	182
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	19.6	M7BD4.mp4	What happened after the person held the laptop?	Put down the paper/notebook.	['Put down the paper/notebook.', 'Sat on the bed.', 'Threw the blanket.', 'Opened the bag.']	183
Action Sequence	video/star/Charades_v1_480/	video	True	0.0	16.6	ZVRBL.mp4	What happened after the person tidied up the table?	Put down the dish.	['Sat at the table.', 'Put down the dish.', 'Threw the towel.', 'Took the phone/camera.']	184
Action Sequence	video/star/Charades_v1_480/	video	True	7.2	16.0	S444Y.mp4	What happened after the person held the clothes?	Opened the bag.	['Took the bag.', 'Closed the door.', 'Opened the bag.', 'Sat on the bed.']	185
Action Sequence	video/star/Charades_v1_480/	video	True	9.6	20.0	86GSE.mp4	What happened before the person sat on the sofa/couch?	Took the shoe.	['Closed the refrigerator.', 'Put down the towel.', 'Took the shoe.', 'Sat on the table.']	186
